firm_id,year,tinh,nganh_kd,firm_ownership,soe,private,fdi,ma_thue,region,big_city,firmage,Output,Labor,Capital,Leverage,Wage,Size,lnOutput,lnLabor,lnCapital,lnWage,lnSize,lnVA,lnSales,VA,equity,export,import
3600633320,2018,75,31001,2.0,0.0,1.0,0.0,3600633320.0,North Southeast,0.0,16.0,104503.0,403,156713.09375,0.782343327999115,235.09727478027344,107557.0,11.556971058108903,5.998936561946683,11.9621719842023,5.2812796256211145,11.585776218584382,12.36999385309508,11.556971058108903,235624.296875,23410.5,4538.0,33.5
3600633345,2012,75,31001,2.0,0.0,1.0,0.0,3600633345.0,North Southeast,0.0,10.0,202216.0,385,129659.0,0.6164223551750183,72.23308563232422,109777.0,12.217091712012607,5.953243334287785,11.772663206220455,4.27989819068961,11.606206314348444,10.51899746336892,12.221291252830731,37012.0,42108.0,,
3600633345,2013,75,31001,2.0,0.0,1.0,0.0,3600633345.0,North Southeast,0.0,11.0,172948.0,322,140587.0,0.6221412420272827,90.34794616699219,111936.0,12.060746250262602,5.7745515455444085,11.853581793201997,4.503668284815194,11.625682558378275,10.584739261683007,12.060746250262602,39527.0,42296.0,,
3600633345,2014,75,31001,2.0,0.0,1.0,0.0,3600633345.0,North Southeast,0.0,12.0,204577.0,313,153552.0,0.5890380144119263,71.4920654296875,106988.0,12.22869971171343,5.746203190540153,11.94179455085741,4.269586470530638,11.580471957622104,10.313774350923506,12.22869971171343,30145.0,43968.0,,
3600633345,2015,75,31001,2.0,0.0,1.0,0.0,3600633345.0,North Southeast,0.0,13.0,125881.0,295,170312.0,0.5605359077453613,77.66062927246094,97405.0,11.74309229522051,5.68697535633982,12.045387328055574,4.352348427186749,11.486632823015304,10.334457951052654,11.74309229522051,30775.0,42806.0,,3091.0
3600633345,2016,75,31001,2.0,0.0,1.0,0.0,3600633345.0,North Southeast,0.0,14.0,162608.0,251,342437.0,0.5552657842636108,128.62637329101562,94326.0,11.999097675377548,5.5254529391317835,12.743842978159245,4.856911870800936,11.45451214641957,10.615677267673389,11.999097675377548,40769.0,41950.0,,
3600633345,2017,75,31001,2.0,0.0,1.0,0.0,3600633345.0,North Southeast,0.0,15.0,118381.0,148,186814.0,0.7115609049797058,191.23582458496094,140664.0,11.681663515581905,4.997212273764115,12.137868748435343,5.2535073501424385,11.854129346824374,10.521102670483636,11.681663515581905,37090.0,40573.0,5387.0,
3600633345,2018,75,31001,2.0,0.0,1.0,0.0,3600633345.0,North Southeast,0.0,16.0,104329.0,175,197144.296875,0.7346943616867065,82.34857177734375,149373.0,11.555304646445313,5.1647859739235145,12.191691211040538,4.410961113150165,11.914201812456938,9.887439448267303,11.555304646445313,19681.599609375,39629.5,2079.0,
3600643287,2016,75,31001,2.0,0.0,1.0,0.0,3600643287.0,North Southeast,0.0,14.0,44915.0,70,18021.0,0.7785361409187317,237.7142791748047,29743.0,10.712527093663306,4.248495242049359,9.79929302351827,5.2812796256211145,10.300349089170124,9.856553165346915,10.712527093663306,19083.0,6587.0,,
3600643287,2017,75,31001,2.0,0.0,1.0,0.0,3600643287.0,North Southeast,0.0,15.0,43336.5,70,19491.3984375,0.8332301378250122,64.01714324951172,40545.1,10.676750515022698,4.248495242049359,9.877728541466839,4.159150910764331,10.61017021377098,8.535308197563918,10.676750515022698,5091.400390625,6761.7,,
